[header]
width=50
height=25
tilewidth=23
tileheight=23
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=tiles.png,23,23,0,0
tileset=tiles.png,23,23,0,0

[layer]
type=Tile Layer 1
data=
155,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,657,0,0,0,0,458,0,0,0,456,0,0,0,0,0,0,71,71,0,0,0,0,0,456,0,71,71,0,0,0,458,0,0,644,0,644,644,644,644,0,0,0,0,0,0,0,0,155,
155,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,0,0,0,457,644,456,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,457,0,0,0,0,0,456,456,0,0,0,0,0,0,0,0,457,458,456,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,0,0,0,0,0,0,155,
155,0,0,0,457,0,456,0,457,644,644,644,644,0,458,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,0,0,124,124,124,124,124,124,124,124,124,124,124,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,153,
155,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,155,
155,124,124,0,0,0,0,0,0,0,0,0,457,0,0,0,0,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0,457,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,124,124,124,124,124,0,0,122,0,0,0,0,153,0,0,0,0,122,0,0,0,0,153,0,0,0,0,122,0,0,0,0,153,0,0,0,0,122,0,0,0,0,0,0,155,
155,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,155,
155,644,644,644,0,0,456,0,0,458,0,0,153,456,0,0,0,0,457,644,644,644,153,0,0,0,458,0,456,0,0,0,153,0,644,644,644,644,0,458,0,458,153,0,456,0,0,0,0,155,
155,124,124,124,124,124,124,124,124,124,124,124,153,124,124,124,124,124,124,124,124,124,153,124,124,124,124,124,124,124,124,124,153,124,124,124,124,124,124,124,124,124,153,124,124,457,0,0,0,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,0,0,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,456,458,644,0,0,0,0,0,0,0,457,0,0,457,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,458,0,0,0,0,0,456,644,155,
155,124,124,124,124,124,124,0,0,0,0,124,124,124,124,124,0,0,0,0,124,124,124,124,124,0,0,0,0,124,124,124,124,124,0,0,0,0,124,124,124,124,124,0,0,0,0,124,124,155,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
155,0,312,0,0,0,0,0,0,457,0,458,644,0,0,0,0,0,644,0,644,644,644,0,0,0,0,0,0,457,0,0,456,0,0,0,0,0,644,644,644,0,458,0,0,0,0,644,0,155,
155,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,71,71,124,124,124,124,124,124,124,124,71,71,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,71,71,124,124,124,155

