[header]
width=50
height=25
tilewidth=23
tileheight=23
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=archived/tilemap.png,23,23,0,0
tileset=archived/tiles.png,23,23,0,0

[layer]
type=Tile Layer 1
data=
171,172,173,174,175,176,177,178,179,180,170,171,172,173,174,175,176,177,178,179,180,170,171,172,173,174,175,170,171,172,173,174,175,176,177,178,179,180,170,171,172,173,170,171,172,173,174,175,176,177,
24,25,26,27,28,29,30,21,22,20,21,22,23,24,25,26,27,28,29,30,22,23,24,25,26,27,28,29,30,21,22,23,24,25,26,27,28,29,30,20,21,22,23,24,25,26,27,28,29,30,
54,55,56,57,58,59,60,51,52,50,51,52,53,54,55,56,57,58,59,60,52,53,54,55,56,57,58,59,60,51,52,53,54,55,56,57,58,59,60,50,51,52,53,54,55,56,57,58,59,60,
84,85,86,87,88,89,90,81,82,80,81,82,83,84,85,86,87,88,89,90,82,83,84,85,86,87,88,89,90,81,82,83,84,85,86,87,88,89,90,80,81,82,83,84,85,86,87,88,89,90,
114,115,116,117,118,119,120,111,112,110,111,112,113,114,115,116,117,118,119,120,112,113,114,115,116,117,118,119,120,111,112,113,114,115,116,117,118,119,120,110,111,112,113,114,115,116,117,118,119,120,
144,145,146,147,148,149,150,141,142,140,141,142,143,144,145,146,147,148,149,150,142,143,144,145,146,147,148,149,150,141,142,143,144,145,146,147,148,149,150,140,141,142,143,144,145,146,147,148,149,150,
174,175,176,177,178,179,180,171,172,170,171,172,173,174,175,176,177,178,179,180,172,173,174,175,176,177,178,179,180,171,172,173,174,175,176,177,178,179,180,170,171,172,173,174,175,176,177,178,179,180,
20,21,22,23,24,25,26,27,20,21,22,23,24,25,26,27,28,20,21,22,23,24,25,26,27,28,20,21,22,23,24,25,20,21,22,23,24,25,26,27,28,29,20,21,22,23,24,25,26,27,
50,51,52,53,54,55,56,57,50,51,52,53,54,55,56,57,58,50,51,52,53,54,55,56,57,58,50,51,52,53,54,55,50,51,52,53,54,55,56,57,58,59,50,51,52,53,54,55,56,57,
80,81,82,83,84,85,86,87,80,81,82,83,84,85,86,87,88,80,81,82,83,84,85,86,87,88,80,81,82,83,84,85,80,81,82,83,84,85,86,87,88,89,80,81,82,83,84,85,86,87,
110,111,112,113,114,115,116,117,110,111,112,113,114,115,116,117,118,110,111,112,113,114,115,116,117,118,110,111,112,113,114,115,110,111,112,113,114,115,116,117,118,119,110,111,112,113,114,115,116,117,
140,141,142,143,144,145,146,147,140,141,142,143,144,145,146,147,148,140,141,142,143,144,145,146,147,148,140,141,142,143,144,145,140,141,142,143,144,145,146,147,148,149,140,141,142,143,144,145,146,147,
170,171,172,173,174,175,176,177,170,171,172,173,174,175,176,177,178,170,171,172,173,174,175,176,177,178,170,171,172,173,174,175,170,171,172,173,174,175,176,177,178,179,170,171,172,173,174,175,176,177,
21,22,23,24,25,26,27,28,29,30,23,24,25,26,27,28,29,30,22,23,24,25,26,27,28,29,30,24,25,26,27,28,29,30,24,25,26,27,28,29,30,22,23,24,25,26,27,28,29,30,
51,52,53,54,55,56,57,58,59,60,53,54,55,56,57,58,59,60,52,53,54,55,56,57,58,59,60,54,55,56,57,58,59,60,54,55,56,57,58,59,60,52,53,54,55,56,57,58,59,60,
81,82,83,84,85,86,87,88,89,90,83,84,85,86,87,88,89,90,82,83,84,85,86,87,88,89,90,84,85,86,87,88,89,90,84,85,86,87,88,89,90,82,83,84,85,86,87,88,89,90,
111,112,113,114,115,116,117,118,119,120,113,114,115,116,117,118,119,120,112,113,114,115,116,117,118,119,120,114,115,116,117,118,119,120,114,115,116,117,118,119,120,112,113,114,115,116,117,118,119,120,
141,142,143,144,145,146,147,148,149,150,143,144,145,146,147,148,149,150,142,143,144,145,146,147,148,149,150,144,145,146,147,148,149,150,144,145,146,147,148,149,150,142,143,144,145,146,147,148,149,150,
171,172,173,174,175,176,177,178,179,180,173,174,175,176,177,178,179,180,172,173,174,175,176,177,178,179,180,174,175,176,177,178,179,180,174,175,176,177,178,179,180,172,173,174,175,176,177,178,179,180,
20,21,22,23,20,21,22,23,24,25,26,27,28,29,30,24,25,26,27,28,29,20,21,22,23,24,25,26,27,28,20,21,22,23,24,25,20,21,22,23,24,25,20,21,22,23,24,25,26,27,
50,51,52,53,50,51,52,53,54,55,56,57,58,59,60,54,55,56,57,58,59,50,51,52,53,54,55,56,57,58,50,51,52,53,54,55,50,51,52,53,54,55,50,51,52,53,54,55,56,57,
80,81,82,83,80,81,82,83,84,85,86,87,88,89,90,84,85,86,87,88,89,80,81,82,83,84,85,86,87,88,80,81,82,83,84,85,80,81,82,83,84,85,80,81,82,83,84,85,86,87,
110,111,112,113,110,111,112,113,114,115,116,117,118,119,120,114,115,116,117,118,119,110,111,112,113,114,115,116,117,118,110,111,112,113,114,115,110,111,112,113,114,115,110,111,112,113,114,115,116,117,
140,141,142,143,140,141,142,143,144,145,146,147,148,149,150,144,145,146,147,148,149,140,141,142,143,144,145,146,147,148,140,141,142,143,144,145,140,141,142,143,144,145,140,141,142,143,144,145,146,147,
170,171,172,173,170,171,172,173,174,175,176,177,178,179,180,174,175,176,177,178,179,170,171,172,173,174,175,176,177,178,170,171,172,173,174,175,170,171,172,173,174,175,170,171,172,173,174,175,176,177

